Traj_ID,Trial,Step_Num,Time_sec,Action,Max_Q
14,3,17,25.58,FORWARD,-1.16
14,3,18,26.54,RIGHT TURN,-0.99
14,3,19,27.97,LEFT TURN,-0.71
14,3,20,29.43,FORWARD,-0.49
14,3,21,30.41,FORWARD,-0.35
14,3,22,31.38,LEFT WALK,-0.83
14,3,23,32.83,RIGHT WALK,-0.63
14,3,24,34.22,LEFT TURN,-0.5
14,3,25,35.67,RIGHT WALK,-0.45
14,3,26,37.05,LEFT TURN,-0.71
14,3,27,38.49,CRAWL,-0.68
14,3,28,44.09,LEFT WALK,-0.65
14,3,29,45.48,LEFT TURN,-0.46
14,3,30,46.94,RIGHT TURN,-1.16
14,3,31,48.35,RIGHT TURN,-0.85
14,3,32,49.8,FORWARD,-0.73
14,3,33,50.75,FORWARD,-0.78
14,3,34,51.73,FORWARD,-1.07
14,3,35,52.7,LEFT WALK,-1.04
14,3,36,54.09,LEFT TURN,-0.63
14,3,37,55.53,FORWARD,-0.66
14,3,38,56.48,LEFT TURN,-0.45
14,3,39,57.94,CRAWL,-0.55
14,3,40,63.47,RIGHT WALK,-0.23
15,1,1,0.01,RIGHT TURN,-1.39
15,1,2,1.43,FORWARD,-0.87
15,1,3,2.4,FORWARD,-1.06
15,1,4,3.35,CRAWL,-0.72
15,1,5,8.92,RIGHT WALK,-0.65
15,1,6,10.32,LEFT TURN,-0.93
15,1,7,11.79,RIGHT TURN,-0.83
15,1,8,13.27,LEFT WALK,-0.54
15,1,9,14.73,FORWARD,-0.8
15,1,10,15.67,CRAWL,-0.35
15,1,11,21.27,FORWARD,-0.05
15,1,12,22.29,LEFT TURN,-0.05
15,1,13,23.74,RIGHT TURN,-0.05
15,1,14,25.2,CRAWL,-0.05
15,1,15,30.76,RIGHT TURN,-0.38
15,1,16,32.21,LEFT TURN,-0.56
15,1,17,33.68,FORWARD,-0.68
15,1,18,34.62,LEFT TURN,-0.48
15,2,1,0.01,FORWARD,-1.48
15,2,2,1.0,RIGHT WALK,-1.01
15,2,3,2.46,RIGHT WALK,-1.27
15,2,4,3.88,LEFT TURN,-1.13
15,2,5,5.32,RIGHT TURN,-1.06
15,2,6,6.79,FORWARD,-0.87
15,2,7,7.78,FORWARD,-1.15
15,2,8,8.76,FORWARD,-0.59
15,2,9,9.74,FORWARD,-0.72
15,2,10,10.7,FORWARD,-0.22
15,2,11,11.67,FORWARD,-0.42
15,2,12,12.63,RIGHT TURN,-0.28
15,2,13,14.11,RIGHT TURN,-0.71
15,2,14,15.57,LEFT WALK,-0.34
15,2,15,16.98,CRAWL,-0.73
15,2,16,22.55,FORWARD,-0.05
15,2,17,23.54,LEFT TURN,-0.14
15,2,18,24.99,RIGHT WALK,-0.52
15,2,19,26.41,LEFT TURN,-0.18
15,2,20,27.87,LEFT WALK,-0.18
15,2,21,29.27,CRAWL,-0.05
15,2,22,34.86,CRAWL,-0.05
15,2,23,40.44,FORWARD,-0.05
15,2,24,41.41,RIGHT TURN,-0.05
15,2,25,42.84,FORWARD,-0.05
15,2,26,43.81,FORWARD,-0.05
15,2,27,44.79,FORWARD,-0.23
15,2,28,45.75,RIGHT TURN,-0.38
15,2,29,47.16,FORWARD,-0.71
15,2,30,48.16,RIGHT TURN,-0.06
15,2,31,49.62,FORWARD,-0.4
15,2,32,50.61,FORWARD,-0.06
15,2,33,51.6,FORWARD,-0.22
15,2,34,52.6,FORWARD,-0.3
15,2,35,53.55,RIGHT TURN,-0.2
15,2,36,54.96,FORWARD,-0.26
15,2,37,55.93,FORWARD,-0.05
15,2,38,56.91,FORWARD,-0.12
15,2,39,57.89,RIGHT TURN,-0.05
15,2,40,59.34,RIGHT WALK,-0.05
15,3,1,0.01,CRAWL,-0.36
15,3,2,5.58,FORWARD,-0.65
15,3,3,6.55,RIGHT TURN,-0.58
15,3,4,8.0,FORWARD,-0.77
15,3,5,8.97,LEFT TURN,-0.72
15,3,6,10.44,FORWARD,-0.43
15,3,7,11.45,LEFT TURN,-0.44
15,3,8,12.92,RIGHT TURN,-0.99
15,3,9,14.4,FORWARD,-0.74
15,3,10,15.4,LEFT WALK,-0.05
15,3,11,16.84,FORWARD,-0.05
15,3,12,17.82,FORWARD,-0.38
15,3,13,18.81,FORWARD,-0.4
15,3,14,19.76,FORWARD,-0.21
15,3,15,20.73,FORWARD,-0.37
15,3,16,21.73,FORWARD,-0.45
15,3,17,22.7,FORWARD,-0.78
15,3,18,23.67,FORWARD,-0.18
15,3,19,24.65,RIGHT TURN,-0.2
15,3,20,26.11,FORWARD,-0.45
15,3,21,27.08,FORWARD,-0.7
15,3,22,28.05,RIGHT TURN,-0.66
15,3,23,29.51,LEFT TURN,-0.39
15,3,24,30.96,RIGHT WALK,-0.05
15,3,25,32.42,LEFT WALK,-0.2
15,3,26,33.83,LEFT WALK,-0.05
16,1,1,0.01,FORWARD,-0.83
16,1,2,0.99,FORWARD,-0.55
16,1,3,1.97,CRAWL,-0.18
16,1,4,7.56,RIGHT TURN,-0.21
16,1,5,9.01,FORWARD,-0.73
16,1,6,9.97,FORWARD,-1.11
16,1,7,10.97,RIGHT TURN,-0.93
16,1,8,12.4,FORWARD,-0.61
16,1,9,13.4,LEFT WALK,-1.08
16,1,10,14.79,FORWARD,-1.01
16,1,11,15.8,CRAWL,-0.58
16,1,12,21.38,LEFT WALK,-0.62
16,1,13,22.79,FORWARD,-0.82
16,1,14,23.78,FORWARD,-1.38
16,1,15,24.73,FORWARD,-1.06
16,1,16,25.69,LEFT TURN,-1.3
16,1,17,27.14,FORWARD,-1.44
16,1,18,28.15,CRAWL,-1.58
16,1,19,33.74,RIGHT TURN,-1.98
16,1,20,35.2,LEFT WALK,-1.32
16,1,21,36.58,LEFT TURN,-1.12
16,1,22,37.96,CRAWL,-0.41
16,1,23,43.56,CRAWL,-0.67
16,1,24,49.12,LEFT WALK,-0.86
16,1,25,50.54,CRAWL,-0.81
16,1,26,56.14,LEFT TURN,-0.72
16,1,27,57.59,RIGHT TURN,-0.42
16,1,28,59.03,FORWARD,-0.37
16,1,29,60.04,LEFT TURN,-0.32
16,1,30,61.49,FORWARD,-0.36
16,1,31,62.46,FORWARD,-0.35
16,1,32,63.47,FORWARD,-0.92
16,1,33,64.43,FORWARD,-0.56
16,1,34,65.41,CRAWL,-0.65
16,1,35,70.99,RIGHT TURN,-0.89
16,1,36,72.44,LEFT TURN,-0.45
16,1,37,73.9,RIGHT WALK,-0.05
16,2,1,0.01,RIGHT WALK,-0.56
16,2,2,1.42,RIGHT WALK,-0.61
16,2,3,2.91,FORWARD,-0.92
16,2,4,3.92,CRAWL,-0.75
16,2,5,9.53,RIGHT TURN,-0.88
16,2,6,11.0,RIGHT TURN,-0.58
16,2,7,12.44,LEFT TURN,-0.66
16,2,8,13.9,LEFT TURN,-0.61
16,2,9,15.37,RIGHT WALK,-0.53
16,2,10,16.82,LEFT WALK,-0.27
16,2,11,18.21,RIGHT WALK,-0.57
16,2,12,19.62,CRAWL,-0.05
16,2,13,25.21,RIGHT WALK,-0.42
16,2,14,26.67,FORWARD,-0.09
16,2,15,27.62,FORWARD,-0.19
16,2,16,28.63,CRAWL,-0.2
16,2,17,34.21,LEFT TURN,-0.11
16,2,18,35.67,LEFT WALK,-0.34
16,2,19,37.11,RIGHT TURN,-0.24
16,2,20,38.57,FORWARD,-0.38
16,2,21,39.57,LEFT TURN,-0.6
16,2,22,40.99,FORWARD,-0.72
16,2,23,41.97,FORWARD,-0.92
16,2,24,42.94,FORWARD,-1.14
16,2,25,43.9,LEFT WALK,-0.62
16,3,1,0.01,CRAWL,-1.32
16,3,2,5.59,FORWARD,-1.41
16,3,3,6.58,LEFT TURN,-0.61
16,3,4,8.03,CRAWL,-0.42
16,3,5,13.66,RIGHT TURN,-0.69
16,3,6,15.09,RIGHT TURN,-0.36
16,3,7,16.53,LEFT WALK,-0.72
16,3,8,17.94,LEFT WALK,-0.64
16,3,9,19.33,RIGHT WALK,-0.53
16,3,10,20.75,RIGHT TURN,-0.4
16,3,11,22.19,RIGHT TURN,-0.22
16,3,12,23.65,LEFT WALK,-0.22
16,3,13,25.09,RIGHT TURN,-0.05
16,3,14,26.6,FORWARD,-0.05
16,3,15,27.58,RIGHT TURN,-0.25
16,3,16,29.05,LEFT WALK,-0.59
16,3,17,30.44,CRAWL,-0.4
16,3,18,36.01,RIGHT WALK,-0.05
16,3,19,37.44,FORWARD,-0.05
16,3,20,38.44,RIGHT WALK,-0.05
16,3,21,39.9,RIGHT TURN,-0.05
16,3,22,41.35,FORWARD,-0.05
16,3,23,42.35,RIGHT TURN,-0.05
16,3,24,43.77,FORWARD,-0.52
16,3,25,44.76,LEFT WALK,-1.1
16,3,26,46.21,FORWARD,-0.94
16,3,27,47.18,LEFT TURN,-0.29
16,3,28,48.62,FORWARD,-0.13
16,3,29,49.6,RIGHT TURN,-0.05
16,3,30,51.08,CRAWL,-0.05
16,3,31,56.66,LEFT TURN,-0.51
17,1,1,0.01,FORWARD,-1.42
17,1,2,0.98,RIGHT WALK,-1.47
17,1,3,2.41,FORWARD,-1.22
17,1,4,3.38,RIGHT WALK,-0.47
17,1,5,4.8,CRAWL,-0.51
17,1,6,10.38,RIGHT TURN,-0.15
17,1,7,11.84,RIGHT WALK,-0.05
17,1,8,13.29,FORWARD,-0.42
17,1,9,14.23,LEFT TURN,-0.45
17,1,10,15.69,FORWARD,-0.79
17,1,11,16.62,CRAWL,-0.95
17,1,12,22.18,FORWARD,-0.7
17,1,13,23.17,CRAWL,-0.56
17,1,14,28.75,FORWARD,-0.61
17,1,15,29.74,RIGHT WALK,-0.72
17,1,16,31.16,RIGHT TURN,-0.59
17,1,17,32.6,LEFT TURN,-1.04
17,2,1,0.01,RIGHT WALK,-1.22
17,2,2,1.38,FORWARD,-1.42
17,2,3,2.33,FORWARD,-0.94
17,2,4,3.3,RIGHT TURN,-0.59
17,2,5,4.78,FORWARD,-0.11
17,2,6,5.73,RIGHT TURN,-0.42
17,2,7,7.18,RIGHT TURN,-0.34
17,2,8,8.64,FORWARD,-0.9
17,2,9,9.67,FORWARD,-0.32
17,2,10,10.67,RIGHT TURN,-0.05
17,2,11,12.12,FORWARD,-0.17
17,2,12,13.07,LEFT WALK,-0.46
17,2,13,14.48,LEFT TURN,-0.53
17,2,14,15.93,RIGHT TURN,-0.05
17,2,15,17.36,RIGHT TURN,-0.05
17,2,16,18.83,LEFT WALK,-0.73
17,2,17,20.23,FORWARD,-0.89
17,2,18,21.21,CRAWL,-0.37
17,2,19,26.76,FORWARD,-0.52
17,2,20,27.77,FORWARD,-0.34
17,2,21,28.76,LEFT TURN,-0.05
17,2,22,30.19,RIGHT TURN,-0.05
17,2,23,31.61,LEFT WALK,-0.33
17,2,24,33.01,RIGHT WALK,-0.51
17,3,1,0.01,FORWARD,-2.41
17,3,2,1.02,RIGHT TURN,-2.61
17,3,3,2.45,FORWARD,-2.96
17,3,4,3.4,LEFT WALK,-3.14
17,3,5,4.79,FORWARD,-4.01
17,3,6,5.78,FORWARD,-3.96
17,3,7,6.75,LEFT TURN,-3.87
17,3,8,8.24,FORWARD,-3.32
17,3,9,9.23,FORWARD,-3.27
17,3,10,10.21,LEFT WALK,-3.48
17,3,11,11.63,CRAWL,-3.78
17,3,12,17.22,FORWARD,-3.32
17,3,13,18.23,FORWARD,-3.48
17,3,14,19.23,FORWARD,-3.5
17,3,15,20.23,CRAWL,-3.3
17,3,16,25.87,FORWARD,-3.91
17,3,17,26.84,RIGHT WALK,-4.08
17,3,18,28.28,CRAWL,-4.16
17,3,19,33.83,LEFT TURN,-3.62
17,3,20,35.28,RIGHT TURN,-3.91
17,3,21,36.73,FORWARD,-3.59
17,3,22,37.68,FORWARD,-3.3
17,3,23,38.68,RIGHT WALK,-3.69
17,3,24,40.09,RIGHT TURN,-4.19
17,3,25,41.55,FORWARD,-4.5
17,3,26,42.54,RIGHT WALK,-4.5
18,1,1,0.01,RIGHT TURN,-1.79
18,1,2,1.44,CRAWL,-2.48
18,1,3,7.05,RIGHT WALK,-2.35
18,1,4,8.49,FORWARD,-2.76
18,1,5,9.48,FORWARD,-3.25
18,1,6,10.46,FORWARD,-3.98
18,1,7,11.47,FORWARD,-3.83
18,1,8,12.43,RIGHT WALK,-4.19
18,1,9,13.87,RIGHT WALK,-3.77
18,1,10,15.32,RIGHT TURN,-4.31
18,1,11,16.76,FORWARD,-4.31
18,1,12,17.75,LEFT WALK,-4.23
18,1,13,19.21,FORWARD,-4.23
18,1,14,20.2,LEFT TURN,-4.36
18,1,15,21.67,LEFT TURN,-4.11
18,1,16,23.13,FORWARD,-4.28
18,1,17,24.11,LEFT TURN,-4.49
18,1,18,25.56,LEFT TURN,-4.4
18,1,19,27.02,LEFT TURN,-4.45
18,1,20,28.43,CRAWL,-4.5
18,1,21,34.03,FORWARD,-4.5
18,2,1,0.01,FORWARD,-0.99
18,2,2,0.99,FORWARD,-0.75
18,2,3,2.0,CRAWL,-0.81
18,2,4,7.57,RIGHT TURN,-0.78
18,2,5,9.02,FORWARD,-0.9
18,2,6,9.95,FORWARD,-1.1
18,2,7,10.93,FORWARD,-0.81
18,2,8,11.91,FORWARD,-0.85
18,2,9,12.88,FORWARD,-0.83
18,2,10,13.87,RIGHT TURN,-0.34
18,2,11,15.29,FORWARD,-0.05
18,2,12,16.27,RIGHT TURN,-0.05
18,2,13,17.73,LEFT TURN,-0.58
18,2,14,19.19,CRAWL,-0.05
18,2,15,24.75,RIGHT WALK,-0.11
18,2,16,26.19,RIGHT WALK,-0.1
18,2,17,27.62,FORWARD,-0.05
18,2,18,28.59,CRAWL,-0.05
18,2,19,34.21,RIGHT WALK,-0.16
18,2,20,35.62,FORWARD,-0.05
18,2,21,36.58,LEFT WALK,-0.05
18,2,22,37.99,LEFT WALK,-0.05
18,2,23,39.41,RIGHT TURN,-0.5
18,2,24,40.87,CRAWL,-0.35
18,2,25,46.43,RIGHT TURN,-0.05
18,2,26,47.89,FORWARD,-0.24
18,3,1,0.01,FORWARD,-0.95
18,3,2,1.0,LEFT TURN,-0.77
18,3,3,2.45,LEFT TURN,-0.76
18,3,4,3.9,FORWARD,-0.89
18,3,5,4.91,RIGHT WALK,-0.75
18,3,6,6.35,FORWARD,-0.45
18,3,7,7.35,RIGHT WALK,-0.47
18,3,8,8.8,FORWARD,-0.05
18,3,9,9.74,CRAWL,-0.13
18,3,10,15.34,FORWARD,-0.16
18,3,11,16.33,LEFT TURN,-0.05
18,3,12,17.77,LEFT WALK,-0.05
18,3,13,19.2,FORWARD,-0.5
18,3,14,20.18,CRAWL,-0.66
18,3,15,25.78,LEFT TURN,-0.12
18,3,16,27.2,LEFT WALK,-0.13
18,3,17,28.62,FORWARD,-0.55
19,1,1,0.01,CRAWL,-2.0
19,1,2,5.59,LEFT WALK,-2.05
19,1,3,7.03,CRAWL,-1.45
19,1,4,12.6,FORWARD,-1.52
19,1,5,13.55,CRAWL,-1.37
19,1,6,19.16,RIGHT TURN,-0.74
19,1,7,20.62,FORWARD,-0.27
19,1,8,21.6,LEFT TURN,-0.55
19,1,9,23.06,FORWARD,-0.46
19,1,10,24.03,CRAWL,-0.63
19,1,11,29.59,RIGHT WALK,-0.9
19,1,12,31.02,LEFT WALK,-1.03
19,1,13,32.42,FORWARD,-1.14
19,1,14,33.39,RIGHT WALK,-1.19
19,1,15,34.81,RIGHT TURN,-1.21
19,1,16,36.27,FORWARD,-0.56
19,1,17,37.23,LEFT WALK,-0.58
19,1,18,38.61,FORWARD,-0.89
19,1,19,39.62,RIGHT WALK,-1.1
19,1,20,41.05,FORWARD,-0.99
19,1,21,42.0,RIGHT TURN,-0.77
19,1,22,43.45,LEFT TURN,-0.82
19,2,1,0.01,FORWARD,-1.48
19,2,2,1.01,RIGHT TURN,-1.08
19,2,3,2.45,CRAWL,-1.07
19,2,4,8.05,CRAWL,-1.13
19,2,5,13.66,LEFT TURN,-0.31
19,2,6,15.09,LEFT TURN,-0.88
19,2,7,16.54,LEFT TURN,-0.79
19,2,8,17.99,FORWARD,-0.76
19,2,9,18.97,FORWARD,-0.71
19,2,10,19.93,CRAWL,-0.87
19,2,11,25.52,RIGHT WALK,-0.95
19,2,12,26.94,CRAWL,-0.49
19,2,13,32.49,FORWARD,-0.05
19,2,14,33.5,LEFT TURN,-0.06
19,2,15,34.95,FORWARD,-0.07
19,2,16,35.92,LEFT WALK,-0.05
19,2,17,37.39,RIGHT TURN,-0.05
19,2,18,38.81,FORWARD,-0.11
19,2,19,39.77,FORWARD,-0.57
19,2,20,40.73,RIGHT TURN,-0.32
19,2,21,42.2,RIGHT TURN,-0.19
19,2,22,43.67,RIGHT TURN,-0.15
19,2,23,45.13,FORWARD,-0.35
19,2,24,46.14,FORWARD,-0.35
19,2,25,47.11,LEFT WALK,-0.34
19,2,26,48.54,CRAWL,-0.67
19,2,27,54.12,RIGHT TURN,-0.55
19,2,28,55.61,FORWARD,-0.72
19,2,29,56.61,CRAWL,-0.52
19,2,30,62.22,FORWARD,-0.42
19,2,31,63.19,LEFT TURN,-0.28
19,2,32,64.63,LEFT WALK,-0.16
19,2,33,66.04,CRAWL,-0.05
19,2,34,71.61,RIGHT TURN,-0.41
19,2,35,73.09,CRAWL,-0.33
19,2,36,78.71,RIGHT TURN,-0.36
19,2,37,80.17,FORWARD,-0.4
19,2,38,81.15,CRAWL,-0.46
19,2,39,86.75,FORWARD,-0.58
19,2,40,87.76,CRAWL,-0.33
19,2,41,93.34,RIGHT TURN,-0.54
19,2,42,94.8,FORWARD,-0.47
19,2,43,95.8,LEFT WALK,-0.63
19,2,44,97.27,FORWARD,-0.41
19,2,45,98.3,RIGHT WALK,-0.93
19,2,46,99.74,RIGHT TURN,-0.86
19,2,47,101.2,CRAWL,-1.13
19,2,48,106.78,LEFT WALK,-1.16
19,2,49,108.19,LEFT TURN,-1.09
19,2,50,109.64,LEFT TURN,-1.32
19,2,51,111.07,FORWARD,-1.17
19,2,52,112.01,CRAWL,-1.58
19,3,1,0.01,RIGHT TURN,-1.51
19,3,2,1.47,CRAWL,-1.41
19,3,3,7.06,LEFT WALK,-1.27
19,3,4,8.46,FORWARD,-0.45
19,3,5,9.42,FORWARD,-0.5
19,3,6,10.4,RIGHT TURN,-0.82
19,3,7,11.84,FORWARD,-0.29
19,3,8,12.81,LEFT WALK,-0.05
19,3,9,14.23,FORWARD,-0.54
19,3,10,15.19,LEFT TURN,-0.76
19,3,11,16.65,FORWARD,-1.28
19,3,12,17.61,FORWARD,-1.38
19,3,13,18.62,CRAWL,-1.65
19,3,14,24.2,FORWARD,-0.37
19,3,15,25.17,FORWARD,-0.32
19,3,16,26.16,LEFT WALK,-0.54
19,3,17,27.58,FORWARD,-0.72
19,3,18,28.53,RIGHT WALK,-1.35
19,3,19,29.98,FORWARD,-0.93
19,3,20,30.97,FORWARD,-0.98
19,3,21,31.96,RIGHT TURN,-0.74
19,3,22,33.42,CRAWL,-0.65
19,3,23,38.98,FORWARD,-0.87
19,3,24,39.98,RIGHT TURN,-0.84
19,3,25,41.43,FORWARD,-0.65
19,3,26,42.39,LEFT WALK,-0.84
19,3,27,43.83,CRAWL,-0.91
19,3,28,49.41,CRAWL,-1.01
19,3,29,55.0,LEFT TURN,-0.91
19,3,30,56.45,CRAWL,-0.98
19,3,31,62.07,FORWARD,-1.15
19,3,32,63.04,FORWARD,-0.89
19,3,33,63.99,RIGHT WALK,-0.93
19,3,34,65.39,FORWARD,-0.87
19,3,35,66.37,CRAWL,-0.59
19,3,36,71.93,LEFT WALK,-0.55
19,3,37,73.31,LEFT WALK,-0.38
19,3,38,74.71,FORWARD,-0.39
19,3,39,75.67,CRAWL,-0.48
19,3,40,81.25,RIGHT TURN,-0.19
19,3,41,82.7,LEFT WALK,-0.17
20,1,1,0.01,CRAWL,-1.08
20,1,2,5.59,RIGHT WALK,-0.68
20,1,3,7.04,FORWARD,-0.41
20,1,4,8.03,CRAWL,-0.41
20,1,5,13.63,RIGHT TURN,-0.61
20,1,6,15.06,RIGHT TURN,-0.62
20,1,7,16.55,RIGHT WALK,-0.52
20,1,8,17.96,FORWARD,-0.94
20,1,9,18.95,LEFT TURN,-1.3
20,1,10,20.38,LEFT TURN,-0.85
20,1,11,21.84,RIGHT TURN,-0.91
20,1,12,23.3,RIGHT WALK,-1.01
20,1,13,24.7,LEFT WALK,-0.81
20,1,14,26.11,RIGHT WALK,-1.41
20,1,15,27.54,FORWARD,-1.48
20,1,16,28.54,FORWARD,-1.08
20,1,17,29.5,RIGHT WALK,-0.95
20,1,18,30.91,FORWARD,-0.73
20,1,19,31.89,LEFT WALK,-0.05
20,1,20,33.33,RIGHT TURN,-1.1
20,1,21,34.8,FORWARD,-0.56
20,1,22,35.78,CRAWL,-0.58
20,1,23,41.29,LEFT WALK,-0.05
20,1,24,42.7,FORWARD,-0.4
20,1,25,43.67,LEFT TURN,-0.29
20,1,26,45.13,FORWARD,-0.05
20,1,27,46.11,FORWARD,-0.46
20,1,28,47.09,LEFT TURN,-0.72
20,1,29,48.55,FORWARD,-0.22
20,1,30,49.52,LEFT WALK,-0.05
20,1,31,50.94,LEFT TURN,-0.05
20,1,32,52.38,RIGHT TURN,-0.05
20,1,33,53.77,RIGHT WALK,-0.05
20,1,34,55.18,FORWARD,-0.05
20,1,35,56.16,LEFT WALK,-0.22
20,1,36,57.58,RIGHT WALK,-0.05
20,1,37,58.98,FORWARD,-0.09
20,1,38,59.97,RIGHT TURN,-0.05
20,1,39,61.43,LEFT WALK,-0.25
20,1,40,62.84,RIGHT TURN,-0.11
20,1,41,64.31,RIGHT TURN,-0.1
20,1,42,65.76,FORWARD,-1.03
20,2,1,0.01,FORWARD,-1.04
20,2,2,0.99,RIGHT WALK,-0.49
20,2,3,2.44,FORWARD,-0.42
20,2,4,3.41,LEFT TURN,-0.56
20,2,5,4.84,FORWARD,-0.34
20,2,6,5.81,RIGHT WALK,-0.6
20,2,7,7.26,FORWARD,-0.55
20,2,8,8.24,FORWARD,-0.5
20,2,9,9.21,LEFT WALK,-0.65
20,2,10,10.61,CRAWL,-1.03
20,2,11,16.22,CRAWL,-1.0
20,2,12,21.77,CRAWL,-0.67
20,2,13,27.34,RIGHT TURN,-0.42
20,2,14,28.79,CRAWL,-0.39
20,2,15,34.41,RIGHT WALK,-0.68
20,2,16,35.82,RIGHT TURN,-0.55
20,2,17,37.28,RIGHT TURN,-0.23
20,2,18,38.71,LEFT WALK,-0.46
20,2,19,40.11,RIGHT TURN,-0.2
20,2,20,41.57,RIGHT TURN,-0.42
20,2,21,43.04,FORWARD,-0.11
20,2,22,44.0,LEFT TURN,-0.05
20,3,1,0.01,FORWARD,-0.78
20,3,2,1.01,LEFT WALK,-0.75
20,3,3,2.43,LEFT WALK,-0.91
20,3,4,3.85,RIGHT TURN,-1.43
20,3,5,5.3,FORWARD,-1.13
20,3,6,6.31,RIGHT WALK,-0.57
20,3,7,7.71,FORWARD,-0.39
20,3,8,8.71,LEFT TURN,-0.05
20,3,9,10.15,RIGHT TURN,-0.05
20,3,10,11.6,FORWARD,-0.05
20,3,11,12.55,CRAWL,-0.19
20,3,12,18.14,RIGHT TURN,-0.35
20,3,13,19.59,CRAWL,-0.13
20,3,14,25.15,RIGHT WALK,-0.28
20,3,15,26.52,CRAWL,-0.11
20,3,16,32.05,LEFT WALK,-0.68
20,3,17,33.5,LEFT TURN,-0.54
20,3,18,34.97,RIGHT WALK,-0.05
20,3,19,36.35,CRAWL,-0.05
20,3,20,41.96,LEFT WALK,-0.71
20,3,21,43.41,LEFT TURN,-1.11
20,3,22,44.89,FORWARD,-1.3
20,3,23,45.89,LEFT WALK,-0.94
20,3,24,47.31,CRAWL,-0.85
20,3,25,52.88,FORWARD,-0.43
20,3,26,53.84,FORWARD,-0.77
20,3,27,54.85,RIGHT TURN,-1.12
20,3,28,56.29,FORWARD,-1.07
20,3,29,57.26,RIGHT TURN,-0.39
20,3,30,58.7,FORWARD,-0.09
20,3,31,59.67,LEFT TURN,-0.18
20,3,32,61.13,RIGHT TURN,-0.72
21,1,1,0.01,FORWARD,-0.69
21,1,2,0.96,FORWARD,-0.16
21,1,3,1.91,RIGHT WALK,-0.12
21,1,4,3.31,RIGHT WALK,-0.05
21,1,5,4.71,RIGHT TURN,-0.05
21,1,6,6.16,FORWARD,-0.27
21,1,7,7.15,FORWARD,-0.05
21,1,8,8.1,LEFT TURN,-0.18
21,1,9,9.54,CRAWL,-0.14
21,1,10,15.12,RIGHT TURN,-0.26
21,1,11,16.53,RIGHT WALK,-0.34
21,1,12,17.96,RIGHT TURN,-0.35
21,1,13,19.41,FORWARD,-0.05
21,1,14,20.38,LEFT WALK,-0.25
21,1,15,21.78,LEFT TURN,-0.05
21,1,16,23.21,CRAWL,-0.23
21,1,17,28.77,RIGHT WALK,-0.46
21,1,18,30.16,CRAWL,-0.19
21,1,19,35.74,CRAWL,-0.05
21,1,20,41.32,RIGHT WALK,-0.07
21,1,21,42.73,FORWARD,-0.05
21,1,22,43.71,LEFT WALK,-0.12
21,1,23,45.14,LEFT TURN,-0.51
21,1,24,46.6,FORWARD,-0.84
21,1,25,47.6,RIGHT TURN,-0.47
21,1,26,49.02,RIGHT TURN,-0.58
21,1,27,50.49,LEFT TURN,-0.86
21,1,28,51.93,FORWARD,-0.86
21,1,29,52.91,LEFT TURN,-0.91
21,1,30,54.35,RIGHT TURN,-0.18
21,1,31,55.83,FORWARD,-0.05
21,1,32,56.83,CRAWL,-0.05
21,1,33,62.37,FORWARD,-0.05
21,1,34,63.34,LEFT TURN,-0.31
21,1,35,64.79,RIGHT TURN,-0.37
21,1,36,66.25,LEFT WALK,-0.52
21,1,37,67.67,FORWARD,-0.36
21,1,38,68.64,RIGHT TURN,-1.22
21,1,39,70.09,LEFT WALK,-0.65
21,2,1,0.01,CRAWL,-0.29
21,2,2,5.56,RIGHT TURN,-1.2
21,2,3,7.05,FORWARD,-1.19
21,2,4,8.02,LEFT TURN,-1.12
21,2,5,9.51,CRAWL,-0.98
21,2,6,15.08,RIGHT TURN,-1.13
21,2,7,16.57,RIGHT TURN,-1.57
21,2,8,18.06,RIGHT WALK,-1.62
21,2,9,19.46,CRAWL,-1.75
21,2,10,25.03,FORWARD,-2.11
21,2,11,26.01,LEFT WALK,-1.69
21,2,12,27.4,RIGHT WALK,-1.23
21,2,13,28.83,CRAWL,-2.09
21,2,14,34.45,FORWARD,-2.2
21,2,15,35.45,RIGHT WALK,-1.59
21,2,16,36.86,FORWARD,-1.18
21,2,17,37.84,FORWARD,-1.06
21,2,18,38.82,FORWARD,-1.32
21,2,19,39.79,FORWARD,-1.01
21,2,20,40.74,CRAWL,-1.28
21,2,21,46.31,FORWARD,-0.67
21,2,22,47.29,LEFT TURN,-0.58
21,2,23,48.76,RIGHT WALK,-1.53
21,2,24,50.18,CRAWL,-0.96
21,2,25,55.75,FORWARD,-0.92
21,2,26,56.71,RIGHT TURN,-0.67
21,2,27,58.15,CRAWL,-0.45
21,2,28,63.72,RIGHT TURN,-0.69
21,2,29,65.12,RIGHT WALK,-0.05
21,2,30,66.53,FORWARD,-0.36
21,2,31,67.47,LEFT TURN,-0.24
21,2,32,68.91,RIGHT TURN,-0.72
21,2,33,70.37,FORWARD,-0.62
21,2,34,71.33,FORWARD,-1.28
21,2,35,72.3,LEFT TURN,-1.09
21,2,36,73.75,LEFT WALK,-0.72
21,2,37,75.16,LEFT WALK,-0.84
21,2,38,76.56,RIGHT WALK,-1.08
21,2,39,77.97,FORWARD,-0.48
21,2,40,78.95,CRAWL,-0.15
21,2,41,84.51,FORWARD,-0.05
21,2,42,85.46,FORWARD,-0.41
21,3,1,0.01,RIGHT TURN,-1.42
21,3,2,1.45,FORWARD,-1.01
